no_of_adults,no_of_children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
3,0,Meal Plan 1,0,Room_Type 4,89,2018,8,15,Online,150.3,0
2,0,Meal Plan 1,0,Room_Type 1,85,2018,3,29,Online,82.45,0
1,0,Meal Plan 1,1,Room_Type 4,4,2018,7,1,Corporate,103,0
1,0,Meal Plan 1,0,Room_Type 1,11,2018,7,5,Online,145,1
1,0,Meal Plan 1,0,Room_Type 1,12,2018,7,11,Online,145,0
2,0,Meal Plan 1,0,Room_Type 4,77,2018,5,14,Online,134.85,0
2,1,Meal Plan 1,0,Room_Type 6,14,2018,10,22,Online,168.25,0
2,0,Meal Plan 1,0,Room_Type 1,133,2018,6,13,Offline,76,0
2,0,Meal Plan 1,0,Room_Type 1,3,2017,8,10,Offline,63.5,0
2,0,Meal Plan 1,0,Room_Type 1,19,2018,9,18,Offline,95,0
2,0,Meal Plan 1,0,Room_Type 4,86,2018,9,3,Offline,90.95,0
2,0,Meal Plan 1,0,Room_Type 1,23,2017,10,16,Online,98.4,0
2,0,Meal Plan 1,0,Room_Type 1,65,2018,9,22,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 4,1,2018,11,16,Online,130,0
2,0,Meal Plan 1,0,Room_Type 4,66,2017,11,19,Online,81.9,0
3,0,Meal Plan 1,0,Room_Type 1,50,2018,2,22,Online,78.85,0
2,0,Meal Plan 2,0,Room_Type 1,87,2018,6,26,Online,141.3,1
2,0,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,70,0
2,0,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,170.1,0
2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,115,1
2,2,Meal Plan 1,0,Room_Type 6,22,2017,12,29,Online,199,0
2,0,Meal Plan 1,0,Room_Type 4,102,2018,7,10,Offline,82.45,0
4,0,Meal Plan 1,0,Room_Type 7,86,2018,10,20,Online,192.86,0
2,0,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,185,0
2,0,Meal Plan 1,0,Room_Type 1,36,2018,12,10,Online,68.07,0
2,0,Meal Plan 1,0,Room_Type 1,50,2018,10,4,Online,118.8,0
2,0,Meal Plan 1,0,Room_Type 4,115,2018,10,27,Online,104.4,1
1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,23,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,35,2018,3,3,Online,71.1,1
2,0,Meal Plan 1,0,Room_Type 1,17,2018,5,21,Offline,95,0
2,0,Meal Plan 1,0,Room_Type 4,237,2018,9,13,Online,116.62,1
2,0,Meal Plan 1,0,Room_Type 1,125,2018,9,7,Online,136,0
2,2,Meal Plan 1,0,Room_Type 6,32,2018,12,2,Online,147.9,1
2,0,Not Selected,0,Room_Type 1,5,2018,9,18,Offline,123.7,0
2,0,Meal Plan 1,0,Room_Type 1,91,2018,6,19,Online,135.9,1
2,0,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,109,0
3,0,Meal Plan 1,0,Room_Type 4,9,2018,3,20,Online,186,0
3,0,Meal Plan 1,0,Room_Type 4,155,2018,12,26,Online,115.6,1
2,2,Meal Plan 1,0,Room_Type 6,0,2018,5,14,Online,221,1
1,0,Meal Plan 1,0,Room_Type 1,11,2017,9,15,Corporate,65,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,19,Corporate,80,0
2,1,Meal Plan 1,0,Room_Type 1,86,2018,3,23,Offline,73.83,0
1,0,Meal Plan 1,1,Room_Type 1,18,2018,10,18,Corporate,67,0
2,0,Meal Plan 1,0,Room_Type 1,58,2018,3,4,Online,80.3,0
2,0,Not Selected,0,Room_Type 1,54,2018,4,30,Offline,85,0
2,1,Meal Plan 1,0,Room_Type 1,25,2018,7,23,Online,152.1,1
2,0,Meal Plan 1,0,Room_Type 1,107,2017,9,9,Online,89.25,0
1,0,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,110,0
2,0,Not Selected,0,Room_Type 1,29,2018,3,18,Online,79,0
2,0,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Online,80,1
2,0,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,102.85,1
2,0,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Online,90,1
2,0,Meal Plan 1,0,Room_Type 2,81,2018,1,29,Online,62.37,0
2,0,Not Selected,0,Room_Type 1,23,2018,4,8,Online,98,0
2,0,Meal Plan 1,0,Room_Type 1,26,2017,9,17,Online,117.67,1
2,0,Meal Plan 1,0,Room_Type 1,20,2018,6,18,Online,141,0
2,1,Meal Plan 1,0,Room_Type 6,124,2018,12,26,Online,156.61,1
3,0,Meal Plan 1,0,Room_Type 4,85,2018,8,3,Online,152.1,1
2,0,Meal Plan 1,0,Room_Type 1,167,2018,8,6,Online,105.3,1
2,0,Meal Plan 1,0,Room_Type 1,71,2018,5,30,Online,119.85,0
2,0,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,97.2,0
1,0,Not Selected,0,Room_Type 1,37,2018,5,13,Online,116.1,0
3,0,Meal Plan 1,0,Room_Type 4,76,2018,5,29,Online,150.45,1
1,0,Meal Plan 1,0,Room_Type 1,13,2018,1,20,Offline,71,0
1,0,Meal Plan 1,0,Room_Type 1,3,2018,6,27,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 4,75,2017,12,7,Offline,60,0
1,0,Meal Plan 1,0,Room_Type 1,5,2018,4,5,Corporate,89,0
2,0,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,100,0
2,0,Not Selected,0,Room_Type 1,122,2018,11,14,Online,75.9,1
2,0,Meal Plan 1,0,Room_Type 1,24,2018,5,29,Online,104.55,0
1,0,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,115,1
3,0,Meal Plan 1,0,Room_Type 4,25,2018,7,2,Online,187,1
1,0,Meal Plan 1,0,Room_Type 1,1,2018,8,4,Online,115,0
2,0,Not Selected,0,Room_Type 1,236,2018,9,27,Online,84.43,1
2,0,Meal Plan 1,0,Room_Type 1,120,2018,4,8,Online,90.95,1
2,0,Meal Plan 2,1,Room_Type 4,12,2018,3,24,Online,208,0
2,0,Meal Plan 1,0,Room_Type 1,224,2018,9,3,Online,97.18,1
1,0,Meal Plan 2,0,Room_Type 1,33,2017,10,21,Offline,79.11,0
2,0,Meal Plan 1,0,Room_Type 1,24,2018,5,13,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 4,22,2017,9,8,Online,120,0
2,0,Meal Plan 1,0,Room_Type 1,10,2017,10,20,Online,126,0
2,0,Meal Plan 1,0,Room_Type 1,15,2018,2,16,Online,91,1
2,0,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Online,137,1
2,0,Meal Plan 1,0,Room_Type 1,54,2018,3,16,Offline,67.32,0
2,0,Meal Plan 1,0,Room_Type 1,45,2017,10,23,Online,81.62,0
3,0,Meal Plan 2,0,Room_Type 4,63,2018,10,24,Online,,0
2,0,Not Selected,0,Room_Type 1,166,2018,8,6,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,148,2018,8,22,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,136,2018,8,13,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,37,2018,3,10,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,66,2018,5,11,Online,,0
1,0,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,,0
1,0,Meal Plan 1,1,Room_Type 1,1,2018,4,1,Corporate,,0
2,0,Meal Plan 1,0,Room_Type 4,7,2018,6,19,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,43,2017,10,13,Offline,,0
2,0,Meal Plan 1,0,Room_Type 4,5,2018,4,4,Online,,1
2,0,Not Selected,0,Room_Type 1,24,2018,10,16,Online,107.1,1
1,0,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,120,0
2,0,Meal Plan 1,0,Room_Type 1,52,2018,11,19,Online,93.6,0
2,0,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,120,0
1,0,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,90,0
2,0,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Online,137,1
2,1,Meal Plan 1,0,Room_Type 1,92,2018,10,31,Online,106.43,1
1,0,Not Selected,0,Room_Type 1,2,2018,5,31,Online,87.78,0
2,0,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,101.5,0
2,0,Not Selected,0,Room_Type 1,82,2018,6,23,Online,85.5,1
2,0,Meal Plan 1,0,Room_Type 4,147,2018,7,1,Online,103.7,0
1,0,Meal Plan 1,0,Room_Type 1,2,2017,8,26,Corporate,65,0
2,0,Meal Plan 1,0,Room_Type 1,166,2018,8,18,Online,100.12,1
2,0,Meal Plan 2,1,Room_Type 1,28,2018,4,11,Online,156.25,0
2,0,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Online,101,1
2,0,Meal Plan 2,1,Room_Type 1,54,2018,7,4,Online,161.1,0
2,0,Not Selected,1,Room_Type 1,49,2018,12,8,Online,83.8,0
2,1,Meal Plan 1,1,Room_Type 1,1,2018,6,18,Online,168,0
2,0,Meal Plan 1,0,Room_Type 1,0,2017,12,27,Offline,58,0
2,0,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,94.5,0
2,0,Meal Plan 1,0,Room_Type 1,60,2017,12,9,Online,96.3,0
2,0,Meal Plan 1,0,Room_Type 1,157,2017,8,14,Online,76.5,0
2,0,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,78,0
2,0,Not Selected,0,Room_Type 1,38,2018,9,26,Online,112.59,1
2,2,Meal Plan 1,0,Room_Type 7,30,2018,6,12,Online,187.04,1
2,0,Meal Plan 1,1,Room_Type 1,2,2018,10,11,Online,169,0
2,0,Not Selected,0,Room_Type 1,217,2018,12,5,Online,46.63,0
2,0,Not Selected,0,Room_Type 1,179,2018,10,19,Online,85.5,0
3,0,Meal Plan 1,0,Room_Type 4,94,2018,7,8,Online,146.7,0
3,0,Meal Plan 1,0,Room_Type 6,2,2018,4,1,Online,143.22,0
2,0,Meal Plan 1,0,Room_Type 1,70,2017,10,22,Online,89.25,0
2,0,Not Selected,0,Room_Type 1,4,2018,9,19,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 1,34,2018,2,28,Complementary,6.5,0
2,2,Meal Plan 1,0,Room_Type 2,16,2018,3,8,Online,83.03,1
2,0,Meal Plan 1,0,Room_Type 1,24,2018,2,11,Online,91,1
2,0,Not Selected,0,Room_Type 1,78,2018,4,10,Online,80.75,0
2,0,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,89,1
2,0,Meal Plan 1,0,Room_Type 1,98,2018,4,30,Online,109.81,0
2,0,Meal Plan 1,0,Room_Type 4,14,2018,12,5,Online,70.88,0
1,0,Not Selected,0,Room_Type 1,44,2018,11,23,Online,83.6,0
2,0,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,130,1
1,0,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Online,95,0
2,0,Meal Plan 1,0,Room_Type 4,139,2018,2,11,Offline,62,0
2,0,Meal Plan 1,0,Room_Type 2,44,2018,4,23,Offline,95,0
1,0,Meal Plan 2,0,Room_Type 4,18,2018,2,28,Online,145,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,17,Corporate,95,0
2,0,Meal Plan 1,0,Room_Type 1,152,2018,6,18,Offline,80.75,0
3,0,Meal Plan 1,0,Room_Type 4,42,2018,8,30,Online,142.2,0
3,0,Meal Plan 1,0,Room_Type 4,209,2018,10,21,Online,128.7,1
2,0,Meal Plan 1,0,Room_Type 1,69,2018,3,20,Online,90.95,0
2,0,Meal Plan 1,0,Room_Type 1,80,2018,11,18,Online,93.6,0
2,0,Meal Plan 1,0,Room_Type 4,49,2017,11,9,Offline,60,0
1,0,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,90,0
2,0,Not Selected,0,Room_Type 1,67,2017,12,5,Online,95.4,0
2,0,Meal Plan 1,0,Room_Type 1,41,2018,10,21,Online,160,1
2,0,Meal Plan 1,0,Room_Type 4,154,2018,10,30,Online,104.1,1
2,0,Meal Plan 1,0,Room_Type 1,2,2018,8,3,Offline,109,0
2,0,Meal Plan 1,0,Room_Type 4,99,2018,4,10,Online,93.78,1
1,0,Meal Plan 1,0,Room_Type 1,14,2017,10,14,Corporate,95,0
1,0,Not Selected,0,Room_Type 1,0,2018,10,15,Online,140,0
2,0,Meal Plan 1,0,Room_Type 1,22,2017,12,24,Online,87,0
1,0,Meal Plan 1,0,Room_Type 4,7,2018,3,5,Online,85.85,0
2,0,Meal Plan 1,0,Room_Type 4,84,2018,3,24,Online,99.45,0
2,0,Meal Plan 1,0,Room_Type 4,109,2018,5,4,Online,120.28,0
1,0,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,120,0
2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,3,Online,77.77,0
2,0,Not Selected,0,Room_Type 1,58,2018,6,10,Online,116.1,0
3,0,Meal Plan 2,0,Room_Type 4,133,2018,7,23,Online,189,1
2,0,Meal Plan 1,0,Room_Type 4,27,2018,6,26,Online,152.67,1
2,0,Meal Plan 1,0,Room_Type 1,27,2018,2,4,Online,66.31,0
1,0,Meal Plan 1,0,Room_Type 1,9,2017,9,10,Online,95,0
2,1,Meal Plan 1,0,Room_Type 1,86,2018,12,8,Online,122,1
2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,17,Offline,58,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,12,5,Online,89.89,0
2,0,Meal Plan 1,0,Room_Type 4,5,2018,6,21,Online,156,0
2,0,Meal Plan 1,0,Room_Type 4,82,2018,3,24,Online,99.45,0
2,1,Meal Plan 1,0,Room_Type 6,330,2018,8,31,Online,172.8,1
2,0,Not Selected,0,Room_Type 1,3,2018,8,22,Online,98.56,0
1,0,Meal Plan 1,0,Room_Type 1,35,2018,3,10,Online,71.1,1
1,0,Meal Plan 1,0,Room_Type 4,12,2018,3,30,Online,128.06,1
1,0,Meal Plan 1,0,Room_Type 1,0,2018,11,19,Complementary,0,0
2,1,Meal Plan 1,0,Room_Type 1,7,2018,4,7,Online,106,0
2,0,Meal Plan 1,0,Room_Type 4,47,2018,9,27,Online,130.61,1
2,0,Not Selected,0,Room_Type 1,117,2018,6,17,Online,105.74,0
2,0,Meal Plan 1,0,Room_Type 4,2,2018,6,10,Online,136,0
2,0,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,120,0
2,0,Not Selected,0,Room_Type 1,75,2018,12,2,Online,74.8,0
2,0,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,112,1
2,1,Meal Plan 1,0,Room_Type 1,137,2018,8,21,Online,121.5,0
2,0,Meal Plan 1,0,Room_Type 1,92,2017,10,7,Offline,70,0
1,0,Meal Plan 1,0,Room_Type 1,1,2018,11,29,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 1,18,2018,1,2,Offline,54,0
2,0,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Online,100,1
1,0,Meal Plan 1,0,Room_Type 4,8,2018,4,23,Complementary,0,0
1,2,Meal Plan 1,0,Room_Type 6,30,2018,11,2,Online,186.22,1
2,0,Not Selected,0,Room_Type 1,117,2018,11,13,Online,79.2,0
2,0,Meal Plan 1,0,Room_Type 1,10,2018,3,19,Online,103,0
2,0,Meal Plan 1,0,Room_Type 1,8,2017,10,20,Online,135,0
2,0,Meal Plan 1,0,Room_Type 1,33,2018,11,26,Online,104,1
3,0,Meal Plan 1,0,Room_Type 4,184,2018,8,3,Online,130.05,0
2,0,Meal Plan 1,0,Room_Type 1,232,2018,9,5,Online,100.3,1
2,0,Meal Plan 1,0,Room_Type 4,45,2018,10,7,Online,139.5,1
1,0,Meal Plan 1,0,Room_Type 1,1,2018,2,3,Corporate,66,0
2,0,Meal Plan 1,0,Room_Type 1,63,2018,9,3,Online,106.88,0
2,0,Meal Plan 1,0,Room_Type 4,89,2018,9,16,Online,149.4,0
1,0,Meal Plan 1,0,Room_Type 1,63,2018,4,26,Online,109.35,0
2,0,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,89,1
1,0,Meal Plan 1,0,Room_Type 1,1,2018,4,9,Online,115,0
1,0,Meal Plan 1,0,Room_Type 1,51,2018,3,16,Corporate,85.5,0
2,0,Meal Plan 1,0,Room_Type 4,110,2018,4,20,Online,90.95,0
2,0,Meal Plan 1,0,Room_Type 4,20,2018,7,30,Online,117.55,0
2,0,Not Selected,0,Room_Type 1,50,2018,10,19,Online,108,1
2,0,Meal Plan 1,0,Room_Type 4,48,2018,10,11,Online,139.5,0
2,0,Meal Plan 1,0,Room_Type 5,96,2018,9,13,Online,129.88,1
2,0,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,67,0
2,0,Not Selected,0,Room_Type 1,25,2018,10,3,Online,129,1
2,0,Meal Plan 1,0,Room_Type 1,148,2018,6,25,Online,79.53,1
2,0,Meal Plan 1,0,Room_Type 1,114,2018,8,22,Offline,72.25,0
1,0,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,80,0
2,0,Meal Plan 1,0,Room_Type 1,105,2018,6,11,Online,119.85,0
1,0,Meal Plan 1,0,Room_Type 1,4,2017,11,2,Online,117,0
2,0,Meal Plan 2,0,Room_Type 4,67,2017,9,6,Complementary,29,0
2,0,Meal Plan 1,1,Room_Type 1,61,2018,9,2,Online,118.8,0
2,0,Meal Plan 1,0,Room_Type 1,79,2018,12,30,Offline,,0
3,0,Meal Plan 1,0,Room_Type 1,74,2018,5,21,Online,,0
2,0,Not Selected,0,Room_Type 1,120,2018,5,12,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,,0
2,0,Meal Plan 1,0,Room_Type 1,4,2018,1,6,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,46,2018,8,28,Online,,0
1,0,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,,0
3,0,Meal Plan 1,0,Room_Type 4,84,2018,6,15,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,27,2018,6,29,Online,125.25,0
2,0,Meal Plan 1,0,Room_Type 1,74,2017,7,27,Online,55.9,0
2,0,Meal Plan 1,0,Room_Type 1,85,2018,6,20,Online,126.9,1
2,0,Not Selected,0,Room_Type 1,6,2018,2,26,Online,79,1
2,0,Meal Plan 1,0,Room_Type 1,256,2018,10,23,Online,94.35,1
2,0,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,109,1
2,0,Meal Plan 1,0,Room_Type 4,64,2018,4,15,Online,112.2,0
1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,1,Corporate,109,0
1,0,Meal Plan 1,0,Room_Type 1,91,2018,9,14,Corporate,65,0
2,0,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,90,0
2,0,Meal Plan 1,0,Room_Type 1,73,2018,7,14,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 1,36,2018,12,28,Online,168.73,0
2,0,Meal Plan 1,0,Room_Type 1,17,2018,12,8,Online,100.38,0
2,0,Meal Plan 1,0,Room_Type 1,164,2018,7,27,Online,99.45,1
2,0,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,160,0
2,0,Meal Plan 1,0,Room_Type 1,37,2018,10,2,Online,126,0
3,0,Meal Plan 1,0,Room_Type 1,191,2018,8,1,Offline,96.9,0
2,2,Meal Plan 1,0,Room_Type 2,33,2017,10,17,Online,95,0
1,0,Meal Plan 1,0,Room_Type 1,3,2017,9,7,Offline,98.8,0
2,0,Not Selected,0,Room_Type 1,53,2018,7,10,Online,100.5,0
2,0,Meal Plan 2,0,Room_Type 7,8,2018,6,19,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,107,2018,5,29,Online,80.75,1
2,0,Meal Plan 1,0,Room_Type 1,84,2018,4,29,Offline,89.75,0
2,2,Meal Plan 1,0,Room_Type 6,0,2017,8,25,Online,156,0
2,0,Meal Plan 1,0,Room_Type 4,1,2018,6,11,Online,136,0
2,0,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,85,0
2,0,Meal Plan 1,0,Room_Type 4,41,2017,10,14,Online,87.54,0
2,0,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,100,0
2,0,Meal Plan 1,0,Room_Type 1,167,2018,10,1,Online,108.9,1
2,0,Not Selected,0,Room_Type 1,34,2018,6,14,Online,107.1,0
2,0,Meal Plan 1,0,Room_Type 1,101,2018,4,4,Online,80,1
2,0,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Online,90,1
2,0,Meal Plan 1,0,Room_Type 1,122,2018,5,12,Online,105.3,0
2,0,Not Selected,0,Room_Type 1,1,2018,2,11,Online,80,0
2,0,Meal Plan 1,1,Room_Type 4,107,2018,8,25,Online,142.2,0
2,0,Meal Plan 1,0,Room_Type 4,35,2018,4,5,Online,131.4,0
2,0,Meal Plan 1,0,Room_Type 1,4,2018,4,1,Online,111,1
2,0,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,85,0
3,0,Meal Plan 1,0,Room_Type 4,137,2018,8,24,Online,130.95,1
1,0,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,82,0
2,0,Meal Plan 1,1,Room_Type 1,34,2017,9,13,Online,94.5,0
2,0,Meal Plan 1,0,Room_Type 1,56,2018,8,28,Online,109.8,1
2,0,Meal Plan 1,0,Room_Type 1,149,2018,7,10,Online,72.25,1
2,0,Not Selected,0,Room_Type 1,12,2018,2,6,Online,55.72,0
3,0,Meal Plan 1,0,Room_Type 4,52,2018,10,17,Online,158.4,1
2,0,Meal Plan 1,0,Room_Type 4,191,2018,3,30,Offline,69,0
2,0,Meal Plan 1,0,Room_Type 4,57,2018,12,29,Online,219.6,1
1,0,Meal Plan 1,0,Room_Type 1,9,2018,1,8,Offline,44.8,0
2,0,Not Selected,0,Room_Type 1,7,2018,10,26,Online,120,0
2,0,Not Selected,0,Room_Type 1,0,2018,6,7,Online,109,0
0,2,Meal Plan 1,0,Room_Type 2,78,2018,8,19,Online,115.68,0
2,0,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,75,0
2,0,Meal Plan 2,0,Room_Type 5,37,2018,6,17,Offline,134.1,0
2,0,Meal Plan 1,0,Room_Type 4,8,2018,5,29,Online,124.1,0
4,0,Meal Plan 1,0,Room_Type 7,32,2018,8,17,Online,214.75,0
2,0,Meal Plan 1,0,Room_Type 1,48,2018,10,31,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 1,89,2017,11,23,Online,,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,3,7,Corporate,,0
2,0,Meal Plan 1,0,Room_Type 1,15,2018,9,20,Online,,0
1,0,Meal Plan 1,0,Room_Type 1,10,2018,1,28,Corporate,,0
1,0,Meal Plan 1,0,Room_Type 1,43,2018,5,31,Online,,0
2,1,Meal Plan 1,1,Room_Type 1,27,2018,8,8,Online,,0
2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,,1
1,0,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,,0
2,0,Not Selected,0,Room_Type 1,10,2018,10,16,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,,0
2,0,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,,0
1,0,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,,0
2,0,Not Selected,0,Room_Type 1,49,2018,7,9,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,51,2018,2,25,Online,,0
1,0,Meal Plan 2,0,Room_Type 1,3,2018,2,8,Online,,0
2,0,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,,1
2,0,Not Selected,0,Room_Type 1,34,2018,9,11,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,1,2018,2,27,Online,,0
2,0,Not Selected,1,Room_Type 1,77,2018,5,1,Online,,0
1,0,Not Selected,0,Room_Type 1,60,2018,6,17,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,,0
2,0,Not Selected,0,Room_Type 1,0,2018,6,12,Online,,0
2,2,Meal Plan 1,0,Room_Type 6,136,2018,7,9,Online,,1
1,0,Meal Plan 1,1,Room_Type 1,4,2018,1,28,Online,,0
2,1,Meal Plan 2,0,Room_Type 1,68,2018,9,9,Online,,0
2,0,Not Selected,1,Room_Type 1,1,2018,11,18,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,61,2018,3,21,Online,,0
2,0,Meal Plan 1,0,Room_Type 7,40,2018,5,13,Online,,0
2,0,Not Selected,0,Room_Type 1,6,2018,11,17,Online,,1
2,0,Not Selected,0,Room_Type 1,58,2018,11,3,Online,,1
1,0,Meal Plan 1,0,Room_Type 1,35,2018,3,16,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,13,2018,12,14,Online,,0
1,0,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,,1
2,0,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,271,2018,12,3,Offline,,0
2,0,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,,1
2,0,Not Selected,0,Room_Type 1,207,2018,7,28,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,108,2018,12,25,Online,,0
2,0,Not Selected,0,Room_Type 1,39,2018,3,15,Online,,0
2,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,,1
2,0,Meal Plan 1,0,Room_Type 4,177,2018,8,12,Online,,1
2,0,Not Selected,0,Room_Type 4,15,2017,9,17,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,10,2018,5,5,Online,,0
3,0,Meal Plan 1,0,Room_Type 4,60,2018,12,23,Online,,1
2,0,Not Selected,0,Room_Type 1,21,2018,10,4,Online,,1
2,0,Not Selected,0,Room_Type 1,24,2018,9,11,Online,,0
1,1,Meal Plan 2,0,Room_Type 1,76,2018,4,24,Offline,,0
2,0,Not Selected,0,Room_Type 1,146,2018,7,13,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,114,2017,7,11,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,256,2018,8,31,Online,,1
2,0,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,,0
2,0,Meal Plan 1,0,Room_Type 1,16,2018,11,16,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,,0
2,0,Meal Plan 1,0,Room_Type 1,0,2017,8,9,Online,,0
2,0,Not Selected,1,Room_Type 1,37,2018,2,14,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,54,2018,7,2,Online,,1
3,0,Meal Plan 1,0,Room_Type 4,81,2018,9,7,Online,,1
3,0,Meal Plan 1,0,Room_Type 4,2,2018,5,27,Online,,0
2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,,0
2,0,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Offline,,0
2,0,Not Selected,0,Room_Type 1,4,2018,2,5,Online,,1
2,0,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,,0
2,1,Meal Plan 1,0,Room_Type 4,3,2018,2,15,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,62,2018,4,16,Online,,1
2,0,Meal Plan 1,0,Room_Type 4,91,2018,10,20,Online,,1
2,0,Meal Plan 1,1,Room_Type 4,123,2018,8,21,Online,,0
2,0,Meal Plan 1,0,Room_Type 4,13,2018,3,2,Online,,0
